                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     55,                 2.8223,                 1.5302,                  1.397,                      0,                      0,                      0,                      0,                0.26091,                 155.83,                0.13562,             0.00039592,             0.00039592,             0.00039592
                     56,                  3.094,                 1.6047,                 1.4827,                      0,                      0,                      0,                      0,                 6.6688,                 62.415,                 2.1138,             0.00038768,             0.00038768,             0.00038768
                     57,                 3.2822,                 1.6098,                 1.4081,                      0,                      0,                      0,                      0,                 6.6688,                 62.415,                 2.1138,             0.00037943,             0.00037943,             0.00037943
                     58,                 2.8273,                  1.602,                 1.4356,                0.92876,                0.00114,                0.00123,                0.00036,                 5.5165,                 4.7157,                 1.6471,             0.00037118,             0.00037118,             0.00037118
                     59,                 2.5191,                 1.5727,                 1.4325,                0.92876,                0.00114,                0.00123,                0.00036,                 5.5165,                 4.7157,                 1.6471,             0.00036294,             0.00036294,             0.00036294
                     60,                 2.7919,                 1.5291,                 1.3623,                0.96463,                0.01676,                0.02061,                 0.0064,                 4.0827,                  2.139,                 1.4039,             0.00035469,             0.00035469,             0.00035469
                     61,                 2.8573,                 1.5198,                  1.339,                0.96463,                0.01676,                0.02061,                 0.0064,                 4.0827,                  2.139,                 1.4039,             0.00034644,             0.00034644,             0.00034644
                     62,                 2.4876,                  1.506,                  1.338,                0.98069,                0.04981,                0.05715,                0.02116,                  3.149,                 1.5096,                 1.2785,              0.0003382,              0.0003382,              0.0003382
                     63,                 2.6273,                 1.4427,                 1.2568,                0.98069,                0.04981,                0.05715,                0.02116,                  3.149,                 1.5096,                 1.2785,             0.00032995,             0.00032995,             0.00032995
                     64,                 2.9499,                 1.5326,                 1.3017,                 0.9824,                0.06733,                0.07904,                 0.0306,                 2.8871,                 1.4361,                 1.2332,              0.0003217,              0.0003217,              0.0003217
                     65,                 2.5735,                 1.4783,                 1.3129,                 0.9824,                0.06733,                0.07904,                 0.0306,                 2.8871,                 1.4361,                 1.2332,             0.00031346,             0.00031346,             0.00031346
                     66,                 2.8384,                 1.4938,                 1.3193,                0.85144,                 0.0768,                0.09008,                  0.034,                 2.8158,                 1.4513,                 1.2251,             0.00030521,             0.00030521,             0.00030521
                     67,                 2.8153,                 1.4822,                 1.3206,                0.85144,                 0.0768,                0.09008,                  0.034,                 2.8158,                 1.4513,                 1.2251,             0.00029696,             0.00029696,             0.00029696
                     68,                 2.6922,                 1.4522,                 1.2672,                0.84707,                0.08087,                0.10068,                0.03617,                 2.8243,                 1.4699,                 1.2292,             0.00028872,             0.00028872,             0.00028872
                     69,                 2.4793,                 1.4431,                 1.2532,                0.84707,                0.08087,                0.10068,                0.03617,                 2.8243,                 1.4699,                 1.2292,             0.00028047,             0.00028047,             0.00028047
                     70,                 2.8699,                 1.4684,                 1.2859,                0.59421,                0.08665,                0.11351,                0.04335,                 2.6619,                 1.4522,                 1.2206,             0.00027222,             0.00027222,             0.00027222
                     71,                 2.5642,                 1.5104,                 1.2875,                0.59421,                0.08665,                0.11351,                0.04335,                 2.6619,                 1.4522,                 1.2206,             0.00026398,             0.00026398,             0.00026398
                     72,                 2.4555,                 1.4083,                 1.2675,                0.59181,                0.09091,                0.12291,                0.04919,                 2.5411,                 1.4321,                 1.1947,             0.00025573,             0.00025573,             0.00025573
                     73,                 2.4571,                  1.428,                 1.2575,                0.59181,                0.09091,                0.12291,                0.04919,                 2.5411,                 1.4321,                 1.1947,             0.00024748,             0.00024748,             0.00024748
                     74,                 2.8791,                 1.4549,                 1.2602,                0.59075,                0.09534,                0.12803,                0.05206,                 2.4973,                 1.4218,                 1.1858,             0.00023924,             0.00023924,             0.00023924
                     75,                 2.7418,                 1.3904,                 1.2213,                0.59075,                0.09534,                0.12803,                0.05206,                 2.4973,                 1.4218,                 1.1858,             0.00023099,             0.00023099,             0.00023099
                     76,                 2.4557,                 1.4364,                 1.2571,                0.84122,                0.09614,                0.13169,                0.05269,                 2.5116,                 1.4219,                 1.1796,             0.00022274,             0.00022274,             0.00022274
                     77,                 2.4605,                 1.3831,                 1.2369,                0.84122,                0.09614,                0.13169,                0.05269,                 2.5116,                 1.4219,                 1.1796,              0.0002145,              0.0002145,              0.0002145
                     78,                 2.5868,                 1.4359,                 1.2378,                0.72737,                0.11484,                0.13579,                0.05481,                 2.4762,                 1.4001,                 1.1748,             0.00020625,             0.00020625,             0.00020625
                     79,                 2.5294,                 1.4068,                 1.2369,                0.72737,                0.11484,                0.13579,                0.05481,                 2.4762,                 1.4001,                 1.1748,               0.000198,               0.000198,               0.000198
                     80,                   2.72,                 1.4083,                 1.2212,                0.59228,                0.09877,                0.13735,                 0.0571,                 2.4178,                 1.3784,                 1.1697,             0.00018976,             0.00018976,             0.00018976
                     81,                 2.4215,                 1.3918,                 1.2353,                0.59228,                0.09877,                0.13735,                 0.0571,                 2.4178,                 1.3784,                 1.1697,             0.00018151,             0.00018151,             0.00018151
                     82,                 2.5037,                 1.4784,                 1.3106,                 0.5895,                0.12054,                0.14226,                0.05935,                 2.3773,                 1.3665,                 1.1585,             0.00017326,             0.00017326,             0.00017326
                     83,                 2.5713,                 1.3926,                 1.2114,                 0.5895,                0.12054,                0.14226,                0.05935,                 2.3773,                 1.3665,                 1.1585,             0.00016502,             0.00016502,             0.00016502
                     84,                 2.5379,                 1.4314,                  1.251,                 0.4688,                0.12289,                0.14491,                0.06167,                 2.3358,                 1.3571,                 1.1448,             0.00015677,             0.00015677,             0.00015677
                     85,                   2.42,                 1.4119,                 1.2353,                 0.4688,                0.12289,                0.14491,                0.06167,                 2.3358,                 1.3571,                 1.1448,             0.00014852,             0.00014852,             0.00014852
                     86,                 2.5041,                 1.3989,                 1.2101,                0.47301,                0.12734,                0.14785,                0.06365,                 2.2966,                 1.3544,                 1.1336,             0.00014028,             0.00014028,             0.00014028
                     87,                 2.8175,                 1.4603,                  1.181,                0.47301,                0.12734,                0.14785,                0.06365,                 2.2966,                 1.3544,                 1.1336,             0.00013203,             0.00013203,             0.00013203
                     88,                 2.4879,                 1.3958,                 1.2603,                0.47291,                0.12736,                0.14985,                0.06229,                 2.3483,                 1.3806,                 1.1294,             0.00012378,             0.00012378,             0.00012378
                     89,                 2.5572,                 1.4587,                 1.2291,                0.47291,                0.12736,                0.14985,                0.06229,                 2.3483,                 1.3806,                 1.1294,             0.00011554,             0.00011554,             0.00011554
                     90,                 2.5585,                 1.3851,                 1.1998,                0.34829,                0.12828,                0.15072,                0.06258,                 2.3416,                 1.3872,                 1.1262,             0.00010729,             0.00010729,             0.00010729
                     91,                 2.4661,                 1.7157,                 1.2554,                0.34829,                0.12828,                0.15072,                0.06258,                 2.3416,                 1.3872,                 1.1262,             9.9044e-05,             9.9044e-05,             9.9044e-05
                     92,                  2.426,                 1.6097,                 1.2322,                0.34537,                0.13258,                0.15252,                0.06329,                 2.3201,                 1.3804,                 1.1217,             9.0797e-05,             9.0797e-05,             9.0797e-05
                     93,                 2.2442,                 1.4712,                 1.2336,                0.34537,                0.13258,                0.15252,                0.06329,                 2.3201,                 1.3804,                 1.1217,              8.255e-05,              8.255e-05,              8.255e-05
                     94,                 2.4055,                 1.6391,                 1.2729,                0.30168,                0.13986,                0.15862,                0.06617,                 2.3194,                 1.3829,                  1.119,             7.4304e-05,             7.4304e-05,             7.4304e-05
                     95,                 2.4632,                 1.5577,                 1.2246,                0.30168,                0.13986,                0.15862,                0.06617,                 2.3194,                 1.3829,                  1.119,             6.6057e-05,             6.6057e-05,             6.6057e-05
                     96,                 2.1644,                 1.4451,                 1.2479,                0.28611,                0.14476,                0.15942,                0.06594,                 2.3264,                 1.3859,                 1.1156,              5.781e-05,              5.781e-05,              5.781e-05
                     97,                 2.3476,                 1.5847,                   1.21,                0.28611,                0.14476,                0.15942,                0.06594,                 2.3264,                 1.3859,                 1.1156,             4.9564e-05,             4.9564e-05,             4.9564e-05
                     98,                 2.4204,                 1.5677,                 1.2383,                0.27925,                0.15006,                0.15961,                0.06591,                 2.3244,                 1.3825,                 1.1124,             4.1317e-05,             4.1317e-05,             4.1317e-05
                     99,                  2.261,                 1.4717,                 1.2123,                0.27925,                0.15006,                0.15961,                0.06591,                 2.3244,                 1.3825,                 1.1124,              3.307e-05,              3.307e-05,              3.307e-05
                    100,                 2.3042,                  1.482,                 1.2404,                0.27029,                0.15366,                0.15981,                0.06699,                 2.2964,                 1.3733,                 1.1091,             2.4823e-05,             2.4823e-05,             2.4823e-05
