                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    146,                 2.0356,                 1.3858,                 1.1612,                0.36352,                0.35167,                0.37467,                0.22926,                 1.5411,                 1.2909,                 1.1061,             0.00023924,             0.00023924,             0.00023924
                    147,                 2.0915,                 1.3757,                  1.128,                0.36324,                0.29003,                 0.3416,                0.20952,                 1.5411,                 1.2909,                 1.1061,             0.00023511,             0.00023511,             0.00023511
                    148,                 2.0897,                 1.3848,                 1.1505,                0.36471,                0.36417,                0.38256,                0.23656,                 1.5151,                 1.2696,                 1.1002,             0.00023099,             0.00023099,             0.00023099
                    149,                 2.3497,                 1.4214,                 1.1353,                0.36471,                0.36417,                0.38256,                0.23656,                 1.5151,                 1.2696,                 1.1002,             0.00022687,             0.00022687,             0.00022687
                    150,                 2.0873,                 1.3699,                 1.1238,                 0.3683,                0.36482,                0.38417,                 0.2374,                 1.5021,                 1.2499,                 1.0971,             0.00022274,             0.00022274,             0.00022274
                    151,                 1.8518,                 1.3031,                  1.142,                 0.3683,                0.36482,                0.38417,                 0.2374,                 1.5021,                 1.2499,                 1.0971,             0.00021862,             0.00021862,             0.00021862
                    152,                  1.835,                 1.3227,                 1.1946,                0.36894,                0.36643,                0.38548,                0.23784,                 1.4915,                 1.2324,                 1.0916,              0.0002145,              0.0002145,              0.0002145
                    153,                 1.8947,                 1.3089,                  1.133,                0.36894,                0.36643,                0.38548,                0.23784,                 1.4915,                 1.2324,                 1.0916,             0.00021037,             0.00021037,             0.00021037
                    154,                 2.0283,                 1.3448,                 1.1428,                0.36694,                0.36854,                0.38643,                0.24124,                 1.4746,                  1.223,                 1.0878,             0.00020625,             0.00020625,             0.00020625
                    155,                 1.9934,                 1.3227,                 1.1125,                0.36694,                0.36854,                0.38643,                0.24124,                 1.4746,                  1.223,                 1.0878,             0.00020213,             0.00020213,             0.00020213
                    156,                 2.0723,                 1.3401,                 1.1159,                0.36505,                0.37209,                0.38747,                0.24325,                 1.4685,                 1.2139,                 1.0873,               0.000198,               0.000198,               0.000198
                    157,                  2.015,                 1.3284,                 1.1017,                0.36505,                0.37209,                0.38747,                0.24325,                 1.4685,                 1.2139,                 1.0873,             0.00019388,             0.00019388,             0.00019388
                    158,                 2.0519,                 1.3229,                 1.0945,                0.36439,                0.37558,                0.38887,                0.24461,                 1.4646,                 1.2035,                 1.0879,             0.00018976,             0.00018976,             0.00018976
                    159,                 2.0101,                 1.3261,                 1.1527,                0.36439,                0.37558,                0.38887,                0.24461,                 1.4646,                 1.2035,                 1.0879,             0.00018563,             0.00018563,             0.00018563
                    160,                 1.9516,                 1.3457,                 1.1859,                0.36383,                0.38017,                0.39036,                0.24561,                 1.4637,                 1.1941,                 1.0884,             0.00018151,             0.00018151,             0.00018151
                    161,                 2.0293,                 1.3021,                 1.1218,                0.36383,                0.38017,                0.39036,                0.24561,                 1.4637,                 1.1941,                 1.0884,             0.00017739,             0.00017739,             0.00017739
                    162,                 2.0137,                 1.3184,                 1.1316,                0.36182,                0.38487,                0.39115,                0.24788,                 1.4569,                 1.1853,                 1.0886,             0.00017326,             0.00017326,             0.00017326
                    163,                 1.8173,                 1.2835,                 1.1237,                0.36173,                0.34602,                0.37029,                0.23573,                 1.4569,                 1.1853,                 1.0886,             0.00016914,             0.00016914,             0.00016914
                    164,                 1.8839,                 1.2931,                 1.1057,                0.36034,                0.38741,                0.39168,                0.24941,                 1.4444,                 1.1761,                 1.0877,             0.00016502,             0.00016502,             0.00016502
                    165,                 1.7782,                 1.2692,                 1.1443,                0.36034,                0.38741,                0.39168,                0.24941,                 1.4444,                 1.1761,                 1.0877,             0.00016089,             0.00016089,             0.00016089
                    166,                 1.7793,                 1.2854,                 1.2123,                0.35916,                0.37762,                0.38477,                0.24658,                 1.4354,                 1.1658,                  1.085,             0.00015677,             0.00015677,             0.00015677
                    167,                  1.917,                 1.2952,                 1.0961,                0.35909,                0.39031,                0.39172,                0.25065,                 1.4354,                 1.1658,                  1.085,             0.00015265,             0.00015265,             0.00015265
                    168,                 1.9544,                 1.3078,                 1.1433,                0.35914,                0.39174,                0.39208,                0.25186,                 1.4289,                   1.16,                 1.0848,             0.00014852,             0.00014852,             0.00014852
                    169,                 2.0102,                 1.2928,                 1.1022,                0.35914,                0.39174,                0.39208,                0.25186,                 1.4289,                   1.16,                 1.0848,              0.0001444,              0.0001444,              0.0001444
                    170,                 1.7171,                 1.2442,                 1.1162,                0.35969,                0.39317,                0.39278,                 0.2529,                 1.4259,                 1.1543,                 1.0843,             0.00014028,             0.00014028,             0.00014028
                    171,                 1.6478,                 1.2107,                 1.1318,                0.35969,                0.39317,                0.39278,                 0.2529,                 1.4259,                 1.1543,                 1.0843,             0.00013615,             0.00013615,             0.00013615
                    172,                 2.1986,                 1.3513,                 1.1138,                0.36091,                  0.395,                0.39362,                 0.2541,                 1.4218,                 1.1447,                 1.0841,             0.00013203,             0.00013203,             0.00013203
                    173,                 1.7638,                 1.2493,                 1.1277,                 0.3606,                0.38178,                0.38638,                0.24982,                 1.4218,                 1.1447,                 1.0841,             0.00012791,             0.00012791,             0.00012791
                    174,                 1.8116,                 1.2593,                 1.1171,                0.36157,                0.39571,                0.39385,                0.25464,                 1.4131,                 1.1343,                  1.083,             0.00012378,             0.00012378,             0.00012378
                    175,                 1.9576,                 1.2911,                 1.0882,                0.36157,                0.39571,                0.39385,                0.25464,                 1.4131,                 1.1343,                  1.083,             0.00011966,             0.00011966,             0.00011966
                    176,                 1.8377,                  1.256,                 1.1333,                0.36254,                0.39579,                0.39404,                0.25547,                 1.4066,                  1.129,                 1.0816,             0.00011554,             0.00011554,             0.00011554
                    177,                 1.7639,                  1.214,                 1.1382,                0.36254,                0.39579,                0.39404,                0.25547,                 1.4066,                  1.129,                 1.0816,             0.00011141,             0.00011141,             0.00011141
                    178,                 1.8022,                 1.2365,                 1.1525,                 0.3637,                0.39632,                 0.3943,                0.25554,                 1.4018,                 1.1194,                 1.0778,             0.00010729,             0.00010729,             0.00010729
                    179,                 1.8062,                 1.2259,                 1.1075,                 0.3637,                0.39632,                 0.3943,                0.25554,                 1.4018,                 1.1194,                 1.0778,             0.00010317,             0.00010317,             0.00010317
                    180,                 1.7363,                 1.2273,                 1.1254,                0.36455,                0.39612,                0.39402,                0.25539,                  1.401,                 1.1139,                  1.074,             9.9044e-05,             9.9044e-05,             9.9044e-05
                    181,                 1.7958,                 1.2401,                 1.1249,                0.36455,                0.39612,                0.39402,                0.25539,                  1.401,                 1.1139,                  1.074,              9.492e-05,              9.492e-05,              9.492e-05
                    182,                 1.9297,                 1.2807,                  1.089,                0.36579,                0.39552,                0.39432,                0.25564,                 1.3973,                 1.1081,                 1.0704,             9.0797e-05,             9.0797e-05,             9.0797e-05
                    183,                 1.8485,                 1.2535,                 1.1095,                0.36565,                0.38263,                0.38734,                0.25145,                 1.3973,                 1.1081,                 1.0704,             8.6674e-05,             8.6674e-05,             8.6674e-05
                    184,                 1.7044,                  1.206,                 1.1234,                0.36703,                0.39492,                0.39438,                 0.2555,                 1.3906,                 1.1019,                 1.0664,              8.255e-05,              8.255e-05,              8.255e-05
                    185,                 1.8235,                 1.2613,                 1.1109,                0.36703,                0.39492,                0.39438,                 0.2555,                 1.3906,                 1.1019,                 1.0664,             7.8427e-05,             7.8427e-05,             7.8427e-05
                    186,                 1.8603,                   1.24,                  1.138,                0.36778,                0.38218,                0.38784,                0.25201,                 1.3859,                 1.0954,                 1.0632,             7.4304e-05,             7.4304e-05,             7.4304e-05
                    187,                 1.9039,                 1.2513,                 1.1285,                0.36778,                0.38218,                0.38784,                0.25201,                 1.3859,                 1.0954,                 1.0632,              7.018e-05,              7.018e-05,              7.018e-05
                    188,                 1.8653,                 1.2455,                 1.1011,                0.36814,                 0.3692,                0.38115,                0.24903,                 1.3792,                 1.0879,                 1.0609,             6.6057e-05,             6.6057e-05,             6.6057e-05
                    189,                 1.8686,                  1.268,                 1.0907,                0.36829,                0.39589,                0.39539,                0.25739,                 1.3792,                 1.0879,                 1.0609,             6.1934e-05,             6.1934e-05,             6.1934e-05
                    190,                 1.7552,                 1.2092,                 1.1333,                0.36856,                0.39774,                0.39626,                0.25905,                 1.3713,                 1.0809,                 1.0596,              5.781e-05,              5.781e-05,              5.781e-05
                    191,                 1.6172,                 1.2063,                 1.1061,                0.36856,                0.39774,                0.39626,                0.25905,                 1.3713,                 1.0809,                 1.0596,             5.3687e-05,             5.3687e-05,             5.3687e-05
                    192,                 1.6237,                 1.2252,                 1.1366,                0.36965,                 0.3992,                0.39595,                0.25981,                 1.3623,                 1.0641,                 1.0539,             4.9564e-05,             4.9564e-05,             4.9564e-05
                    193,                 1.6741,                 1.2434,                 1.1127,                0.36965,                 0.3992,                0.39595,                0.25981,                 1.3623,                 1.0641,                 1.0539,              4.544e-05,              4.544e-05,              4.544e-05
                    194,                  1.669,                 1.2411,                 1.1153,                0.37097,                0.40012,                0.39561,                0.26033,                 1.3583,                 1.0515,                 1.0482,             4.1317e-05,             4.1317e-05,             4.1317e-05
                    195,                 1.5696,                 1.1915,                 1.1136,                0.37097,                0.40012,                0.39561,                0.26033,                 1.3583,                 1.0515,                 1.0482,             3.7193e-05,             3.7193e-05,             3.7193e-05
                    196,                 1.6437,                 1.2382,                 1.1526,                 0.3708,                0.34638,                0.36685,                0.24261,                 1.3561,                 1.0421,                 1.0441,              3.307e-05,              3.307e-05,              3.307e-05
                    197,                 1.6808,                 1.2449,                  1.124,                0.37046,                0.37311,                0.38065,                 0.2515,                 1.3561,                 1.0421,                 1.0441,             2.8947e-05,             2.8947e-05,             2.8947e-05
                    198,                 1.5911,                  1.194,                 1.1489,                0.37073,                 0.3733,                0.38021,                0.25136,                 1.3562,                 1.0359,                 1.0404,             2.4823e-05,             2.4823e-05,             2.4823e-05
                    199,                 1.6622,                 1.2295,                 1.1416,                0.37085,                0.38729,                0.38746,                0.25572,                 1.3562,                 1.0359,                 1.0404,               2.07e-05,               2.07e-05,               2.07e-05
                    200,                 1.6674,                 1.2271,                 1.1356,                0.37053,                0.35978,                0.37241,                0.24629,                 1.3565,                 1.0317,                 1.0369,             1.6577e-05,             1.6577e-05,             1.6577e-05
