                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     17,                 1.6963,                 1.2045,                 1.3985,                 0.8775,                0.81667,                 0.9236,                0.33029,                 2.1522,                 1.5359,                 1.6462,               0.001703,               0.001703,               0.001703
                     18,                 1.7357,                 1.2221,                 1.4135,                0.87854,                 0.8125,                0.90494,                0.37126,                 1.9755,                  1.751,                 1.5632,              0.0016832,              0.0016832,              0.0016832
                     19,                 1.7048,                 1.1749,                 1.3833,                0.95054,                0.96089,                0.98145,                0.53238,                 1.4755,                 1.0643,                 1.3572,              0.0016634,              0.0016634,              0.0016634
                     20,                 1.6998,                 1.1285,                 1.3357,                0.92004,                0.92917,                 0.9786,                0.48675,                 1.6955,                  1.234,                 1.4244,              0.0016436,              0.0016436,              0.0016436
                     21,                 1.6187,                 1.1281,                 1.3278,                0.95391,                 0.9375,                0.98383,                0.55648,                 1.4858,                 1.2599,                 1.3604,              0.0016238,              0.0016238,              0.0016238
                     22,                   1.67,                 1.1921,                 1.3627,                0.94175,                0.98333,                0.98932,                0.56167,                 1.5158,                0.99983,                 1.3506,               0.001604,               0.001604,               0.001604
                     23,                 1.7211,                 1.1286,                 1.3845,                0.96542,                0.93069,                0.98738,                0.52967,                 1.5735,                 1.1161,                 1.4469,              0.0015842,              0.0015842,              0.0015842
                     24,                 1.7237,                 1.0831,                 1.3698,                0.95053,                 0.9625,                0.98738,                0.52935,                 1.6334,                 1.0438,                 1.4085,              0.0015644,              0.0015644,              0.0015644
                     25,                 1.6478,                 1.0329,                 1.3194,                0.97891,                0.96714,                0.99247,                0.57439,                 1.4396,                0.97559,                 1.3281,              0.0015446,              0.0015446,              0.0015446
                     26,                 1.5956,                  1.055,                 1.3013,                0.91172,                0.98967,                0.96872,                0.53673,                 1.5133,                0.98429,                 1.3596,              0.0015248,              0.0015248,              0.0015248
                     27,                 1.6245,                 1.0047,                 1.3469,                0.97133,                  0.975,                0.99053,                 0.4487,                  1.991,                 1.0352,                 1.5411,               0.001505,               0.001505,               0.001505
                     28,                 1.6328,                  1.011,                 1.2967,                0.99517,                      1,                0.99496,                0.57697,                 1.4134,                0.89663,                 1.2889,              0.0014852,              0.0014852,              0.0014852
                     29,                 1.6615,                0.97318,                 1.2962,                0.90699,                0.99167,                0.96946,                0.38531,                 2.0225,                 1.4808,                  1.643,              0.0014654,              0.0014654,              0.0014654
                     30,                 1.6248,                0.99945,                 1.3399,                0.97507,                0.97775,                0.98992,                0.58502,                 1.4867,                0.89099,                 1.3249,              0.0014456,              0.0014456,              0.0014456
                     31,                 1.5458,                0.90858,                 1.2734,                0.98424,                0.99583,                0.99412,                0.59113,                 1.3928,                0.91648,                 1.3011,              0.0014258,              0.0014258,              0.0014258
                     32,                 1.5176,                 0.9295,                 1.2712,                0.96232,                0.95785,                 0.9899,                0.47715,                 1.8879,                 1.0576,                 1.4771,               0.001406,               0.001406,               0.001406
                     33,                 1.5816,                0.93847,                 1.3137,                0.99879,                0.99583,                  0.995,                0.64041,                 1.3261,                  0.807,                 1.2561,              0.0013862,              0.0013862,              0.0013862
                     34,                 1.4831,                0.88067,                 1.2521,                0.99086,                      1,                0.99492,                 0.5796,                 1.5273,                0.85513,                 1.3171,              0.0013664,              0.0013664,              0.0013664
                     35,                  1.517,                0.89787,                 1.2443,                0.95196,                0.99085,                0.99393,                0.53849,                 1.5852,                0.88964,                 1.3528,              0.0013466,              0.0013466,              0.0013466
                     36,                 1.5943,                0.87775,                 1.2893,                0.99851,                      1,                  0.995,                0.62375,                 1.3475,                0.75986,                 1.2336,              0.0013268,              0.0013268,              0.0013268
                     37,                 1.5639,                0.84278,                 1.2813,                0.99908,                 0.9875,                0.99496,                0.49254,                 1.7814,                0.91381,                 1.4592,               0.001307,               0.001307,               0.001307
                     38,                  1.607,                0.87594,                 1.2777,                0.95888,                0.97174,                0.99285,                0.55737,                 1.5041,                0.85237,                 1.3335,              0.0012872,              0.0012872,              0.0012872
                     39,                 1.5149,                  0.861,                 1.2789,                0.99581,                0.99583,                  0.995,                0.63077,                  1.311,                0.75231,                 1.2338,              0.0012674,              0.0012674,              0.0012674
                     40,                 1.4848,                0.80712,                 1.2631,                0.99581,                0.99015,                0.99496,                0.60434,                 1.4905,                0.77581,                 1.2914,              0.0012476,              0.0012476,              0.0012476
                     41,                 1.4353,                0.80255,                  1.239,                0.99472,                0.99583,                0.99283,                0.59691,                 1.4111,                0.81441,                 1.2718,              0.0012278,              0.0012278,              0.0012278
                     42,                  1.647,                0.87621,                 1.3461,                0.98645,                0.99167,                0.99424,                0.53237,                 1.6841,                 1.0104,                 1.4262,               0.001208,               0.001208,               0.001208
                     43,                 1.5207,                0.81547,                 1.2627,                0.99581,                0.99081,                0.99492,                0.57233,                 1.5019,                0.78062,                 1.2811,              0.0011882,              0.0011882,              0.0011882
                     44,                 1.5062,                0.79703,                 1.2575,                0.99754,                      1,                  0.995,                0.63162,                 1.3184,                0.78767,                 1.2324,              0.0011684,              0.0011684,              0.0011684
                     45,                 1.4615,                0.84175,                  1.252,                0.99584,                0.99807,                0.99421,                0.62226,                 1.3756,                 0.7607,                  1.248,              0.0011486,              0.0011486,              0.0011486
                     46,                 1.5075,                0.79701,                  1.242,                0.98761,                0.99634,                0.99454,                0.61988,                  1.383,                0.73568,                 1.2548,              0.0011288,              0.0011288,              0.0011288
                     47,                 1.4779,                0.78363,                 1.2355,                      1,                0.99874,                  0.995,                0.64558,                 1.2873,                0.69642,                  1.208,               0.001109,               0.001109,               0.001109
                     48,                 1.5211,                0.77872,                 1.2457,                0.99952,                      1,                  0.995,                0.63139,                 1.3363,                0.69021,                 1.2228,              0.0010892,              0.0010892,              0.0010892
                     49,                 1.4544,                0.78763,                 1.2065,                0.99582,                0.99297,                  0.995,                0.61176,                 1.4349,                0.71973,                 1.2681,              0.0010694,              0.0010694,              0.0010694
                     50,                 1.4069,                0.76745,                 1.1914,                0.99578,                0.98221,                0.99483,                0.54887,                 1.5998,                0.90886,                 1.3597,              0.0010496,              0.0010496,              0.0010496
                     51,                 1.4295,                0.75278,                 1.2325,                0.99044,                0.99583,                0.99487,                0.66404,                 1.2517,                0.65913,                 1.1896,              0.0010298,              0.0010298,              0.0010298
                     52,                 1.3741,                0.71585,                 1.1933,                0.99098,                      1,                0.99488,                0.49881,                  1.781,                0.75542,                 1.4081,                0.00101,                0.00101,                0.00101
                     53,                 1.4524,                0.75017,                 1.2335,                0.99767,                      1,                  0.995,                0.66845,                 1.2197,                0.62491,                 1.1667,              0.0009902,              0.0009902,              0.0009902
                     54,                 1.4324,                0.72267,                 1.1908,                0.99916,                      1,                  0.995,                0.64155,                 1.3169,                0.66316,                 1.2138,              0.0009704,              0.0009704,              0.0009704
                     55,                  1.403,                0.70789,                 1.1817,                      1,                0.99883,                  0.995,                0.61295,                 1.4365,                0.70665,                 1.2706,              0.0009506,              0.0009506,              0.0009506
                     56,                 1.4528,                0.70578,                 1.2274,                0.99979,                      1,                  0.995,                0.66059,                 1.2503,                0.60188,                 1.1874,              0.0009308,              0.0009308,              0.0009308
                     57,                 1.4567,                0.73021,                 1.2262,                0.99958,                      1,                  0.995,                0.59433,                 1.4713,                0.67126,                  1.274,               0.000911,               0.000911,               0.000911
                     58,                   1.45,                0.72251,                 1.2014,                0.99939,                      1,                  0.995,                0.67602,                 1.2222,                0.63074,                 1.1687,              0.0008912,              0.0008912,              0.0008912
                     59,                 1.3635,                0.68255,                 1.1422,                0.99164,                0.98865,                0.99487,                0.46353,                 1.9506,                0.82394,                 1.4923,              0.0008714,              0.0008714,              0.0008714
                     60,                 1.4297,                0.75929,                  1.193,                0.99999,                      1,                  0.995,                0.64451,                 1.3083,                0.67801,                 1.2056,              0.0008516,              0.0008516,              0.0008516
                     61,                  1.368,                0.71894,                 1.1756,                0.99656,                0.99583,                  0.995,                0.59919,                 1.5333,                0.69521,                 1.2868,              0.0008318,              0.0008318,              0.0008318
                     62,                 1.4637,                0.72012,                 1.2307,                0.99939,                      1,                  0.995,                0.67522,                 1.2174,                0.59516,                 1.1672,               0.000812,               0.000812,               0.000812
                     63,                  1.438,                0.69997,                 1.2276,                0.99803,                      1,                  0.995,                 0.5814,                 1.5275,                0.69539,                 1.2934,              0.0007922,              0.0007922,              0.0007922
                     64,                 1.4124,                0.72304,                 1.1914,                      1,                0.99935,                  0.995,                 0.6515,                 1.2791,                0.64674,                 1.1958,              0.0007724,              0.0007724,              0.0007724
                     65,                 1.4425,                0.67913,                 1.1904,                0.99944,                      1,                  0.995,                0.68236,                 1.2144,                0.59025,                 1.1533,              0.0007526,              0.0007526,              0.0007526
                     66,                 1.3321,                0.66617,                 1.1593,                 0.9994,                      1,                  0.995,                0.67754,                 1.2017,                0.59241,                 1.1487,              0.0007328,              0.0007328,              0.0007328
                     67,                 1.3521,                0.67118,                 1.1591,                0.99749,                      1,                  0.995,                0.66417,                 1.2509,                0.63165,                 1.1745,               0.000713,               0.000713,               0.000713
                     68,                 1.3268,                0.68108,                 1.1773,                0.99878,                      1,                  0.995,                 0.6939,                 1.1618,                0.60114,                 1.1389,              0.0006932,              0.0006932,              0.0006932
                     69,                 1.2935,                0.65803,                  1.123,                0.99941,                      1,                  0.995,                0.66902,                 1.2991,                0.60875,                   1.19,              0.0006734,              0.0006734,              0.0006734
                     70,                 1.2916,                0.67528,                 1.1373,                0.99936,                      1,                  0.995,                0.66774,                 1.2573,                0.61791,                 1.1751,              0.0006536,              0.0006536,              0.0006536
                     71,                 1.2784,                0.63965,                 1.1602,                0.99943,                      1,                  0.995,                0.66362,                 1.2452,                0.61643,                 1.1754,              0.0006338,              0.0006338,              0.0006338
                     72,                 1.3219,                0.64625,                 1.1694,                0.99923,                      1,                  0.995,                0.69939,                 1.1733,                0.55774,                 1.1467,               0.000614,               0.000614,               0.000614
                     73,                 1.3604,                0.64027,                 1.1744,                      1,                0.99943,                  0.995,                0.69912,                 1.1901,                0.58916,                 1.1611,              0.0005942,              0.0005942,              0.0005942
                     74,                 1.2954,                0.64643,                  1.135,                0.99964,                      1,                  0.995,                0.68763,                 1.2308,                0.58454,                  1.168,              0.0005744,              0.0005744,              0.0005744
                     75,                 1.2838,                0.62042,                 1.1363,                0.99912,                      1,                  0.995,                0.68612,                 1.2037,                0.57805,                 1.1566,              0.0005546,              0.0005546,              0.0005546
                     76,                 1.2684,                0.62496,                 1.1385,                0.98818,                      1,                0.99483,                0.61091,                 1.4034,                0.65691,                 1.2218,              0.0005348,              0.0005348,              0.0005348
                     77,                 1.2802,                0.63044,                 1.1357,                0.99514,                      1,                  0.995,                0.68742,                 1.1872,                0.60144,                 1.1521,               0.000515,               0.000515,               0.000515
                     78,                 1.2829,                 0.6137,                 1.1304,                0.99953,                      1,                  0.995,                0.70157,                 1.1295,                0.56136,                 1.1257,              0.0004952,              0.0004952,              0.0004952
                     79,                 1.3584,                0.64542,                 1.1969,                0.99508,                      1,                0.99488,                0.68842,                 1.1783,                0.57754,                 1.1495,              0.0004754,              0.0004754,              0.0004754
                     80,                 1.3035,                0.63882,                  1.136,                0.99584,                0.99728,                  0.995,                0.67231,                 1.2735,                0.57752,                 1.1741,              0.0004556,              0.0004556,              0.0004556
                     81,                  1.284,                0.62267,                  1.124,                      1,                0.99874,                  0.995,                0.53509,                  1.697,                0.71371,                 1.3605,              0.0004358,              0.0004358,              0.0004358
                     82,                  1.274,                0.62605,                 1.1346,                  0.998,                      1,                  0.995,                0.70077,                 1.1259,                0.58715,                  1.122,               0.000416,               0.000416,               0.000416
                     83,                 1.3439,                0.66381,                 1.1819,                 0.9996,                      1,                  0.995,                 0.6499,                 1.3379,                0.66311,                 1.2048,              0.0003962,              0.0003962,              0.0003962
                     84,                 1.2604,                0.61213,                 1.1193,                0.99955,                      1,                  0.995,                0.69459,                 1.1493,                0.54059,                 1.1195,              0.0003764,              0.0003764,              0.0003764
                     85,                 1.2998,                0.61814,                 1.1632,                0.99943,                      1,                  0.995,                0.69076,                  1.162,                0.53582,                 1.1266,              0.0003566,              0.0003566,              0.0003566
                     86,                  1.244,                0.60698,                 1.1299,                0.99512,                      1,                  0.995,                0.69617,                 1.1659,                0.54891,                 1.1274,              0.0003368,              0.0003368,              0.0003368
                     87,                  1.172,                0.59968,                 1.0874,                      1,                0.99993,                  0.995,                0.69478,                 1.1875,                0.55249,                 1.1457,               0.000317,               0.000317,               0.000317
                     88,                 1.2415,                0.58804,                 1.0868,                0.99934,                      1,                  0.995,                 0.6964,                  1.215,                0.54936,                 1.1521,              0.0002972,              0.0002972,              0.0002972
                     89,                 1.2506,                0.59668,                 1.1228,                0.99947,                      1,                  0.995,                0.71681,                 1.1339,                0.52922,                 1.1189,              0.0002774,              0.0002774,              0.0002774
                     90,                 1.2704,                0.59957,                 1.1303,                0.99945,                      1,                  0.995,                0.71281,                 1.1472,                 0.5428,                 1.1207,              0.0002576,              0.0002576,              0.0002576
                     91,                 1.2279,                0.65772,                 1.1472,                0.99945,                      1,                  0.995,                  0.689,                 1.1843,                0.55243,                 1.1372,              0.0002378,              0.0002378,              0.0002378
                     92,                 1.2149,                0.60829,                 1.1432,                0.99951,                      1,                  0.995,                0.71515,                 1.1357,                0.53779,                 1.1154,               0.000218,               0.000218,               0.000218
                     93,                 1.2011,                0.58344,                  1.142,                0.99955,                      1,                  0.995,                0.72249,                 1.1181,                0.52098,                 1.1087,              0.0001982,              0.0001982,              0.0001982
                     94,                 1.1847,                0.58852,                 1.1469,                 0.9996,                      1,                  0.995,                0.72359,                 1.0936,                0.52775,                 1.0968,              0.0001784,              0.0001784,              0.0001784
                     95,                 1.2185,                0.61448,                 1.1438,                0.99964,                      1,                  0.995,                0.71276,                  1.141,                0.54272,                 1.1156,              0.0001586,              0.0001586,              0.0001586
                     96,                 1.2089,                 0.5991,                 1.1505,                0.99963,                      1,                  0.995,                0.70136,                 1.1518,                 0.5317,                 1.1178,              0.0001388,              0.0001388,              0.0001388
                     97,                 1.1826,                0.58074,                 1.1353,                0.99964,                      1,                  0.995,                0.71759,                 1.1011,                0.51542,                 1.0939,               0.000119,               0.000119,               0.000119
                     98,                 1.1934,                0.57966,                 1.1488,                0.99968,                      1,                  0.995,                0.72091,                 1.1055,                0.51229,                 1.0961,               9.92e-05,               9.92e-05,               9.92e-05
                     99,                 1.1891,                0.58418,                 1.1639,                0.99961,                      1,                  0.995,                0.71111,                 1.1423,                0.51881,                 1.1129,               7.94e-05,               7.94e-05,               7.94e-05
                    100,                  1.157,                 0.5793,                 1.0987,                0.99955,                      1,                  0.995,                0.71026,                 1.1456,                0.51671,                 1.1146,               5.96e-05,               5.96e-05,               5.96e-05
